% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=263672, Sat Jan  4 16:49:20 2020
1 6 0 0 0.31690253294113097 0.31690253294113097 1 1
2 12 0 0 0.11145132067313117 0.11145132067313115 1 1
3 18 0 0 0.1519327769353575 0.1519327769353575 1 1
4 24 0 0 0.006328042153978875 0.006328042153978875 1 1
5 30 0 0 0.2132365741971531 0.2132365741971531 1 1
6 36 0 0 0.42258217762961814 0.4225821776296181 1 1
7 42 0 0 0.4482411615858199 0.44824116158581984 1 1
8 48 0 0 0.30590710258661835 0.30590710258661835 1 1
9 54 0 0 0.24777199827429083 0.24777199827429086 1 1
10 60 0 0 0.23872413768390216 0.2387241376839022 1 1
11 66 0 0 0.20378829025126646 0.20378829025126646 1 1
12 72 0 0 0.22175307152875173 0.22175307152875173 1 1
13 78 0 0 0.22674512814232697 0.22674512814232697 1 1
14 84 0 0 0.1811649692847856 0.1811649692847856 1 1
15 90 0 0 0.2856185043468645 0.2856185043468645 1 1
16 96 0 0 0.2042449525178353 0.2042449525178353 1 1
17 102 0 0 0.37521559216574263 0.37521559216574263 1 1
18 108 0 0 0.26410276193214727 0.26410276193214727 1 1
19 114 0 0 0.036555954134110266 0.036555954134110266 1 1
20 120 0 0 0.046409086473620506 0.046409086473620506 1 1
21 126 -0.021214211095266278 -0.021214211095266278 0 0 1 1
22 132 -0.11387104884954934 -0.11387104884954934 0 0 1 1
23 138 0 0 0.050296367474135496 0.050296367474135496 1 1
24 144 0 0 0.14027607601439712 0.14027607601439712 1 1
25 150 0 0 0.19070647645758312 0.19070647645758312 1 1
26 156 0 0 0.15163001483659327 0.15163001483659327 1 1
27 162 0 0 0.2117596787549859 0.2117596787549859 1 1
28 168 0 0 0.23495710755787638 0.23495710755787638 1 1
29 174 -0.06886648099875015 -0.06886648099875015 0 0 1 1
30 180 -0.10163449220274182 -0.10163449220274182 0 0 1 1
31 186 -0.10298832125957617 -0.10298832125957617 0 0 1 1
32 192 0 0 0.050306764408050084 0.05030676440805008 1 1
33 198 0 0 0.044857130683117946 0.044857130683117946 1 1
34 204 -0.2900680805339925 -0.2900680805339925 0 0 1 1
35 210 -0.2856841554457004 -0.2856841554457004 0 0 1 1
36 216 -0.19326075445946775 -0.19326075445946772 0 0 1 1
37 222 -0.22723254214753677 -0.2272325421475368 0 0 1 1
38 228 -0.14503042228287927 -0.14503042228287927 0 0 1 1
39 234 -0.08972210913000257 -0.08972210913000257 0 0 1 1
40 240 -0.04564475475554232 -0.04564475475554232 0 0 1 1
41 246 -0.0910845900409997 -0.0910845900409997 0 0 1 1
42 252 -0.1329596778515147 -0.1329596778515147 0 0 1 1
43 258 -0.08453394797108864 -0.08453394797108864 0 0 1 1
44 264 -0.05728250282932088 -0.05728250282932088 0 0 1 1
45 270 0 0 0.018486631128150886 0.018486631128150886 1 1
46 276 0 0 0.1595770173906659 0.1595770173906659 1 1
47 282 -0.04038576932018047 -0.04038576932018047 0 0 1 1
48 288 -0.1566620404970559 -0.1566620404970559 0 0 1 1
49 294 0 0 0.11657900635104033 0.11657900635104033 1 1
50 300 0 0 0.09387747963661136 0.09387747963661136 1 1
51 306 0 0 0.19922433090456093 0.19922433090456093 1 1
52 312 0 0 0.14749168546487518 0.14749168546487518 1 1
53 318 -0.12536489610284085 -0.12536489610284085 0 0 1 1
54 324 -0.23627987167766934 -0.2362798716776693 0 0 1 1
55 330 -0.08535300915738762 -0.08535300915738762 0 0 1 1
56 336 -0.025333250407694647 -0.025333250407694647 0 0 1 1
57 342 0 0 0.146349157840724 0.146349157840724 1 1
58 348 -0.05214484687855499 -0.05214484687855499 0 0 1 1
59 354 -0.11649525584795699 -0.11649525584795699 0 0 1 1
60 360 -0.2293863102304293 -0.2293863102304293 0 0 1 1
61 366 -0.5108290225610602 -0.5108290225610602 0 0 1 1
62 372 -0.313832334078508 -0.313832334078508 0 0 1 1
63 378 -0.23807767231786744 -0.23807767231786744 0 0 1 1
64 384 -0.19080455731902762 -0.19080455731902762 0 0 1 1
65 390 -0.31621944064786045 -0.31621944064786045 0 0 1 1
66 396 -0.09688338586335564 -0.09688338586335565 0 0 1 1
67 402 -0.3419334864481734 -0.3419334864481734 0 0 1 1
68 408 -0.24854758025127838 -0.24854758025127838 0 0 1 1
69 414 -0.3014690054639705 -0.3014690054639705 0 0 1 1
70 420 -0.29234946757918523 -0.29234946757918523 0 0 1 1
71 426 -0.3279379560471993 -0.3279379560471993 0 0 1 1
72 432 -0.16313741869281126 -0.16313741869281126 0 0 1 1
73 438 -0.3817556920608922 -0.3817556920608922 0 0 1 1
73 438 -0.3817556920608922 -0.3817556920608922 0 0 1 1
